title,price_cleaned,bedrooms_cleaned,location_clean,post_time_category
**STUNNING 3 BED/ 1 BATH APARTMENT IN CROWN HEIGHTS**,2995,1,crown heights,longer than a month but within six months
**STUNNING 3 BED/ 1 BATH APARTMENT IN PRIME BUSHWICK*NO FEE**,2950,1,buschwick,longer than a month but within six months
**STUNNING 3 BED/ 1 BATH APT ON BEAUTIFUL BLOCK IN CROWN HEIGHTS**,2995,1,crown heights,longer than a month but within six months
**STUNNING 3 BED/ 1 BATH APT ON GORGEOUS BLOCK IN CROWN HEIGHTS**,3000,1,crown heights,longer than a month but within six months
**STUNNING 3 BED/ 1.5 BATH APT WITH PRIVATE PORCH IN BUSHWICK**,4000,1,buschwick,longer than a month but within six months
**STUNNING 3 BED/ 1.5 BATH APT WITH PRIVATE PORCH IN BUSHWICK*NO FEE**,4000,1,buschwick,longer than a month but within six months
**STUNNING 3 BED/ 2 BATH APT IN PLG STEPS FROM PROSPECT PARK*NO FEE**,3350,3,leffert gardens,longer than an hour but within a day
**STUNNING 3 BED/ 2 BATH DUPLEX IN BED-STUY**NO FEE**,3300,1,bed stuy,longer than a month but within six months
**STUNNING BRAND NEW 1 BED/ 1 BATH APT IN EAST FLATBUSH*NO FEE**,2390,1,flatbush,longer than a month but within six months
**STUNNING BRAND NEW 4 BED/ 2 BATH APT IN BED-STUY**NO FEE**,4766,1,bed stuy,longer than a month but within six months
**STUNNING FULLY FURNISHED 3 BED/ 1.5 BATH APT IN CROWN HEIGHTS**,3200,1,crown heights,longer than a month but within six months
**STUNNING LUXURY 1 BED/ 1 BATH APT WITH AMENITIES IN BUSHWICK**,2478,1,buschwick,longer than a month but within six months
**STUNNING LUXURY 2 BED/ 1 BATH APT IN BUSHWICK WITH AMENITIES**,3000,1,buschwick,longer than a month but within six months
**STUNNING LUXURY 2 BED/ 2 BATH APT IN EAST WILLIAMSBURG*NO FEE**,3200,2,williamsburg,longer than an hour but within a day
**STUNNING LUXURY 3 BED/ 1.5 BATH APARTMENT IN BUSHWICK**,3300,1,buschwick,longer than a month but within six months
**STUNNING LUXURY 3 BED/ 1.5 BATH APARTMENT IN PRIME BUSHWICK*NO FEE**,3250,1,buschwick,longer than a month but within six months
**STUNNING LUXURY 3 BED/ 2 BATH APARTMENT IN DOWNTOWN BROOKLYN**,5800,1,downtown,longer than a month but within six months
**STUNNING NEW 2 BED/ 1 BATH APT NEAR PROSPECT PARK**NO FEE**,3500,1,prospect park,longer than a month but within six months
**STUNNING NEWLY RENOVATED 2 BED/ 2 BATH APARTMENT IN PRIME BED-STUY**,2400,1,bed stuy,longer than a month but within six months
**STUNNING NEWLY RENOVATED 3 BED/ 1 BATH APT IN PRIME WILLIAMSBURG**,3950,1,williamsburg,longer than a month but within six months
**STUNNING ONE OF A KIND 2 BED/ 1.5 BATH TOWNHOUSE IN PARK SLOPE**,5995,1,park slope,longer than a month but within six months
**STUNNING RENOVATED 4 BED/ 2 BATH APT IN PRIME BUSHWICK*NO FEE**,4125,4,buschwick,longer than an hour but within a day
**STUNNING SUNNY 3 BED/ 1 BATH APARTMENT IN CROWN HEIGHTS**,2850,1,crown heights,longer than a month but within six months
**STUNNING** 2 BED 1 BA IN BUSHWICK W/ PRIVATE ROOFDECK & GYM! *NO FEE,2800,1,buschwick,longer than a month but within six months
**STUNNING** SPACIOUS 3 BED 2 FULL BATH WITH W/D IN  IN UNIT!,3200,1,crown heights,longer than a month but within six months
**See it and sign for it in no time** Find your PERFECT NO-FEE apt,3300,1,ridgewood,longer than a month but within six months
**Stunning apartment w/ 2 baths & yard** T E X T,2775,1,bushwick,longer than a month but within six months
**VERY SPACIOUS** 1 BED 1 BATH LOCATED BETWEEN BUSHWICK AND BEDSTUY!,2500,1,brooklyn,longer than a month but within six months
**WATER VIEW**CLOSETS SPACE**WALLS ALLOWED**NO FEE,2800,1,financial district,longer than a month but within six months
**WAY UNDERPRICED** 1 BED ON PROSPECT PARK! LAUNDRY IN BUILDING!!,1995,1,prospect park,longer than a month but within six months
**“The Ritz Carlton” of Luxury Apartment Living! Steps From Seaport**,2900,1,financial district,longer than a month but within six months
*1BT/1BTH*PRE-WAR GEM!*CENTRAL PARK AT YOUR DOORSTEPS!*UES*,3700,1,upper east side,longer than a month but within six months
*2BR/1BTH*FULL SERVICE DOORMAN BUILDING*UES*,4595,1,upper east side,longer than a month but within six months
"*AFFORDABLE BARGAIN ""STUDIO"" /SOUTH FACING / WEST 173 ST.& AUDUBON AV.",1475,1,inwood,longer than a month but within six months
*AMAZING 2 BED 2 BATH DUPLEX IN CROWN HEIGHTS! LAUNDRY & ROOF ACCESS!*,2900,1,crown heights,longer than a month but within six months
*AMAZING DEAL* 2 WEEKS FREE! DUPLEX IN WILLIAMSBURG! WITH W/D IN UNIT!,4646,1,williamsburg,longer than a month but within six months
*AMAZING* SUNNY 3 BED 1.5 BATH WITH W/D IN UNIT IN PRIME BUSHWICK!,3300,3,buschwick,longer than an hour but within a day
*AWESOME* 2 BED + BASEMENT NEAR IRVING SQUARE PARK!,2900,1,buschwick,longer than a month but within six months
*BEAUTIFUL & SUPER LARGE  W/D + D/W,3000,1,brooklyn,longer than a month but within six months
*BEAUTIFUL* BRAND NEW 2BED 1BATH WITH W/D IN UNIT *ASAP* MOVE IN!,2500,1,brooklyn,longer than a month but within six months
"*BRAND NEW ""2 BR."" / SPACIOUS LAYOUT / WEST 46 ST. & 10 AV.",2995,1,chelsea,longer than a month but within six months
*BRAND NEW PENTHOUSE UNIT W PRIVATE ROOFDECK & IN-UNIT LAUNDRY!*,2100,1,flatbush,longer than a month but within six months
"*BRIGHT, BEAUTIFUL & LARGE D/W + W/D",3000,1,brooklyn,longer than a month but within six months
*BUSHWICK* 1BR 2BA DPLX WITH PRIVATE YARD & W/D INC *JMZ TRAINS*NO FEE,3495,1,buschwick,longer than a month but within six months
*Bedroom With Private Bathroom*,1250,1,bed stuy,longer than a month but within six months
"*Bushwick Spacious 1BR APT! Great Price, Must See!",2580,1,buschwick,longer than a month but within six months
*Commodious*Bright*elevator_laundry_pets are allowed!,3200,1,midtown,longer than a month but within six months
*ENORMOUS 1 BED 1 BATH W/ OFFICE ROOM IN BUSHWICK FOR A GREAT PRICE!*,2500,1,buschwick,longer than a month but within six months
*ENORMOUS 2 BED 1.5 BATH DUPLEX IN PRIME BUSHWICK! YARD & LAUNDRY*,3400,1,buschwick,longer than a month but within six months
*FAST APPROVAL / INTERNATIONAL STUDENTS ACCOMMODATION /W. 46ST. &10 AV,3150,1,midtown,longer than a month but within six months
*GORGEOUS 2 BED 1 BATH + OFFICE SPACE FOR A GREAT PRICE! NO FEE!*,2500,1,brooklyn,longer than a month but within six months
*GORGEOUS 2 BED 1 BATH IN PLG W/ HUGE PRIVATE DECK! NO FEE!*,2300,1,leffert gardens,longer than a month but within six months
*GORGEOUS 4 BED 1.5 BATH IN SWEET BEDSTUY LOCATION! IN-UNIT LAUNDRY!*,2900,1,bed stuy,longer than a month but within six months
"*GORGEOUS BRIGHT ""1 BR."" / NEW RENOVATIONS / CHINA-TOWN / HESTER STREE",2400,1,chinatown,longer than a month but within six months
*GORGEOUS STABILIZED 2 BED IN PLG AND PROSPECT PARK!!,2195,1,leffert gardens,longer than a month but within six months
*GORGEOUS* 3 BED 1.5 BATH NEAR MARIA HERNANDEZ PARK!,3150,1,buschwick,longer than a month but within six months
*GREENPOINT * 1BR HIGH END LOFT STYLE * W.D INC *ROOF /ELEVATOR*VIDEO,3188,1,greenpoint,longer than a month but within six months
"*HUGE ""1 BR""  / HURRY UP! /GREAT PRICE & LAYOUT / WEST 37 ST. & 10 AV.",2450,1,chelsea,longer than a month but within six months
*HUGE 2 BED 1 BATH + OFFICE SPACE IN BUSHWICK! LOTS OF LIGHT & SPACE*,2600,1,buschwick,longer than a month but within six months
"*HUGE 3 BED 1 BATH IN FLATBUSH! SHARED ROOF, LAUNDRY, & BACKYARD!*",2750,1,flatbush,longer than a month but within six months
*HUGE 3 BED 2 BATH IN PRIME BUSHWICK! SHARED YARD & LAUNDRY!*,3200,1,buschwick,longer than a month but within six months
*Huge 1 bed*Private balcony*Laundry_Elevator_Pets OK!,4200,1,murray hill,longer than a month but within six months
"*IMMACULATE 3 BED 3 BATH IN CROWN HEIGHTS! LAUNDRY & ROOF, NO FEE!*",3200,1,crown heights,longer than a month but within six months
*INSANE DEAL*! 1 BED  UNDERPRICED! LOCATION!!!!!,1750,1,prospect park,longer than a month but within six months
*LARGE AND SUNNY APARTMENT * CENTRAL A/C & HEAT * NO BROKER FEE *,2400,1,bed stuy,longer than an hour but within a day
*LARGE AND SUNNY APARTMENT *RENT STABILIZED *HEAT & HOT WATER INCLUDED,1897,1,sunset park,longer than an hour but within a day
"*LARGE SUNNY ""1 BR."" / SOUTH FACING / WEST 135 ST. & FREDERIC D. BLV.",2145,1,harlem,longer than a month but within six months
"*LRG 1 Bed, Heat Hot Water INC*",1750,1,bronx,longer than a month but within six months
*LUXURY BROWNSTONE LIVING!PRIVATE LARGE BACKYARD! QUIET BLOCK!MUST SEE,2999,1,harlem,longer than a month but within six months
*LUXURY* DOORMAN*TERRACE*POOL*GYM*EAST RIVER PROMENADE*UES!*,9100,1,upper east side,longer than a month but within six months
"*MASSIVE ""2 BR."" LOFT 16 FT. CEILING / LENOX HILL EAST 63 ST. & 2 AV.",3850,1,upper east side,longer than a month but within six months
"*MASSIVE & BRIGHT “3 BR.""/ SPACIOUS LAYOUT / EAST 43 ST. & 2 AV.",5795,1,murray hill,longer than a month but within six months
*MASSIVE *SUNNY* 4 BED APARTMENT FOR A GREAT PRICE! *W/D IN UNIT!!*,3300,1,stuvyesant heights,longer than a month but within six months
*MASSIVE *SUNNY* 4 BED APARTMENT FOR A GREAT PRICE! W/D IN UNIT!! ASAP,3300,1,stuvyesant heights,longer than a month but within six months
*MASSIVE 3 BR. 2 BTH./ DUPLEX + OUTDOOR SPACE / EAST 5 ST. & AV. B,4150,1,east village,longer than a month but within six months
*MASSIVE 4 BED 1.5 BATH DUPLEX IN BUSHWICK! PRIVATE OUTDOOR W NO FEE!*,3700,1,buschwick,longer than a month but within six months
"*MASSIVE SUNNY ""3 BR."" / WITH PRIVATE DECK / WEST 52 ST. & 11 AV.",3895,1,midtown,longer than a month but within six months
*MASSIVE* 3 BED DUPLEX ! READY FOR ASAP MOVE IN!,3500,1,buschwick,longer than a month but within six months
*MASSIVE* 3 BED DUPLEX (not a basement)! READY FOR ASAP MOVE IN!,3500,1,buschwick,longer than a month but within six months
*MASSIVE* 5 BED 2 BATH BORDER OF BUSHWICK AVAILABLE FOR *ASAP* MOVE IN,4999,1,stuvyesant heights,longer than a month but within six months
*MASSIVE* SUPER SUNNY 4 BED 1.5 BATH AVAILABLE FOR *ASAP* MOVE IN!,3800,1,ridgewood,longer than a month but within six months
*MASSIVE* SUPER SUNNY 4 BED 1.5 BATH AVAILABLE FOR FEBRUARY 1 MOVE IN!,3800,1,ridgewood,longer than a month but within six months
*MIRACULOUS 4 BED 2 BATH IN CROWN HEIGHTS FOR A SWEET PRICE! NO FEE!*,3400,1,crown heights,longer than a month but within six months
*MONSTER*! RENOVATED 2 BED  UNDERPRICED! LOCATION!!!!!,2850,1,crown heights,longer than a month but within six months
*Massive Flex 2 bedroom*Elevator_Doorman_Laundry!,4900,1,midtown,longer than a month but within six months
*Massive Sun soaked Flex 2 bedroom!*Elevator_Doorman_Laundry_Pets OK!,3600,1,murray hill,longer than a month but within six months
*Modern *Lots of Sunlight *Central A/C & Heat *Dishwasher *NO FEE!!,4000,1,buschwick,longer than a month but within six months
*Modern Duplex* 🔥Large Bedrooms *Private Backyard* NO FEE!!,3600,1,buschwick,longer than a month but within six months
*NEW APT+HUGE DECK+LAUNDRY+D/W*ASTORIA*7BLK N!KING LR+DR!KING+QUEEN BR,2600,1,astoria,longer than a month but within six months
"*NEW SPACIOUS ""1 BR."" / HUGE LAYOUT / HUDSON YARDS  W. 37 ST. & 10 AV.",2450,1,chelsea,longer than a month but within six months
"*NEW*, BIG, 2br With Stunning Kitchen by #1",2299,1,riverdale,longer than a month but within six months
"*NEWLY RENOVATED, SHOPS CAFES TRAINS BEAUTIFUL, AMAZING SHOPS TRAINS**",2200,1,flatbush,longer than a month but within six months
*NO BROKER FEE* OUTDOOR * REALLY SPACIOUS*,2650,1,buschwick,longer than a month but within six months
*NO BROKER FEE*4 BATH*WASHER DRYER,3295,1,ridgewood,longer than a month but within six months
"*NO FEE & 1MONTHFREE 3BR/1BA in Williamsburg! J,M,Z Lines!",4250,1,williamsburg,longer than a month but within six months
"*NO FEE & 1MONTHFREE 4BR/1BA in Williamsburg! J,M,Z Lines!",4700,1,williamsburg,longer than a month but within six months
*NO FEE* 3 Bed 3 Bath Corner Unit | WIC | Pool | Luxury | Hudson Yards,10489,1,midtown,longer than a month but within six months
*NO FEE* Bright and convenient 1BR on 28th Street in LIC!,3500,1,long island,longer than a month but within six months
*NO FEE* Bright and sunny 1BR in LIC (Long Island City),3522,1,long island,longer than a month but within six months
"*NO FEE* Flex 3 bed/2 bath, Laundry, Near Union Square",5495,1,east village,longer than a month but within six months
*NO FEE* Midtown East Gorgeous One Bedroom w/ updated features,3299,1,midtown,longer than a month but within six months
"*NO FEE* Prime Gramercy, 2 bed + Private Backyard, WD, DW, Pets OK!",5395,1,gramercy,longer than a month but within six months
*NO FEE*Flex 3 bedrooms_elevator_laundry_doorman,5300,1,midtown,longer than a month but within six months
*NO FEE*HOT LOCATION*NEXT TO PARK*,2650,1,buschwick,longer than a month but within six months
*NO FEE*Junior 1 Bedroom_Elevator_Laundry_Doorman_Pets OK!,3675,1,murray hill,longer than a month but within six months
*NO FEE*PRIVATE BACKYARD*Doorman_Gym_Laundry_Pets OK!,3550,1,midtown,longer than a month but within six months
"*NO FEE+1 Month FREE* GORGEOUS 1 bedroom, Doorman, Elevator, Laundry",3692,1,upper east side,longer than a month but within six months
*No Fee & 1 Month Free* LUXURY 2 Bed 2 Bath + Terrace in Downtown Broo,5795,1,downtown,longer than a month but within six months
*No Fee Bushwick Spacious 1BR With Private Terrace! Must See!,2450,1,buschwick,longer than a month but within six months
*No Fee Stunning & Spacious 3BR APT! Washer & Dryer In Unit*,2500,1,glendale,longer than a month but within six months
"*No Fee“Garden Apt on""Billionaire’s Row"" 2 Full Baths 2 Entrs",4500,1,midtown,longer than a month but within six months
"*PENTHOUSE ""3 BR. / 2 BTH."" + 2 BALCONIES + ROOF DECK / W.51 ST. &8 AV",5750,1,midtown,longer than a month but within six months
*Prime Crown Heights Nice Spacious*Lots of Windows NO FEE!!,2445,1,crown heights,longer than a month but within six months
*Private Balcony*King bedroom*_Elevator_Doorman_Gym_Laundry!,3450,1,murray hill,longer than a month but within six months
*Private balcony*Huge 1 bed apartment*_elevator_laundry_pets ok!,4500,1,midtown,longer than a month but within six months
*Private garden*Light large studio_Laundry_Doorman_Elevator_Pets OK!,3100,1,midtown,longer than a month but within six months
*Prospect Heights* - 562 PARK PLACE - 2 BED,3400,1,prospect heights,longer than a month but within six months
*Renovated* high end kitchen* high ceilings*  MUST SEE!,4799,1,nolita / bowery,longer than a month but within six months
*Renovated*Large living space*dishwasher*new appliances*,3200,1,lower east side,longer than an hour but within a day
*Room With Private Bathroom*,1250,1,bed stuy,longer than a month but within six months
*SMOKIN* NO FEE GIANT 3 BED IN SEXY PROSPECT LEFFERTS GARDENS,3250,1,leffert gardens,longer than a month but within six months
"*SPACIOUS ""1 BR."" / PRIME HELL’S KITCHEN (WEST 46 ST. & 9 AV.)",2475,1,midtown,longer than a month but within six months
"*SPACIOUS & BEAUTIFUL ""ALCOVE STUDIO"" + BALCONY + ROOF DECK / W. 51 ST",2575,1,midtown,longer than a month but within six months
"*STEPS TO PROSPECT PARK*CAFES TRAINS BEAUTIFUL, AMAZING SHOPS TRAINS**",2450,1,prospect park,longer than a month but within six months
"*STUNNING ""1 BR."" / SOUTH FACING / CHINA-TOWN / HESTER STREET",2200,1,chinatown,longer than a month but within six months
*STUNNING 2 BED 1 BATH IN LUXURY BUILDING IN EAST WILLIAMSBURG!*,3700,1,williamsburg,longer than a month but within six months
*STUNNING 2 BED 1 BATH IN LUXURY BUILDING! LOTS OF AMENITIES NO FEE!*,2400,1,farragut,longer than a month but within six months
*STUNNING 3 BED 1 BATH IN CROWN HEIGHTS FOR A SWEET PRICE! NO FEE!*,2500,1,crown heights,longer than a month but within six months
"*STUNNING DUPLEX “2 BR. / 2 BTH."" + ROOF DECK / WEST 46 ST. & 9 AV.",4250,1,midtown,longer than a month but within six months
*STUNNING STUDIO DUPLEX (CROWN HEIGHTS),2500,1,crown heights,longer than a month but within six months
*STUNNING* MODERN STUDIO AVAILABLE *ASAP*IN CROWN HEIGHTS!,2300,1,crown heights,longer than a month but within six months
*STUNNING* MODERN STUDIO AVAILABLE IN CROWN HEIGHTS!,2300,1,crown heights,longer than a month but within six months
*SUNLIT!*HUGE 2BR/1BTH*LUXURY ELEVATOR DOORMAN*UES!*,4312,1,upper east side,longer than a month but within six months
*SUNNY 1BR/1BTH*SWIMMING POOL*GYM*PARK*UES!,4495,1,upper east side,longer than a month but within six months
"*SUNNY*2BR/1BTH*BEAUTIFUL TREE LINED STREET*4,5,6TRAINS*PRIME UES!*",2900,1,upper east side,longer than a month but within six months
*SUPER SUNNY* GORGEOUS 3BED 2BATH ON BORDER OF PARK SLOPE! W/D IN UNIT,4400,1,south slope,longer than a month but within six months
*Spacious 2 Bedroom_Laundry_Elevator!,4895,1,murray hill,longer than a month but within six months
*Stunning Waterfront Seasonal Rental Available Now*,4800,1,east atlantic beach,longer than a month but within six months
*Sun soaked*1 BED_Elevator_Laundry_Gym_Rooftop_Pets OK!,3590,1,murray hill,longer than a month but within six months
"*Sunny,  Super Nice, with Garden/Patio, Parking avl, 1 stop Manhattan",2100,1,mott haven,longer than a month but within six months
